Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,device,dropout,epochs,features,lr,nb_params,reg,loss/train,loss/val
2024-10-01 23:23:57,42.1min,cc7b049f616c4aa99cad8c98b5df154a,Transformer-GAPE,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,163649,1e-05,0.5067841448361361,1.2763222694396972
2024-10-01 22:15:55,1.1h,2a7b0198ea2b44edafcef9c18935ccb6,Transformer-LAPE,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,163649,1e-05,0.4608190433134007,1.3702020525932312
2024-10-01 21:52:56,23.0min,8e756c62756f475aa4669add9a6c310a,Transformer,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,163649,1e-05,1.1073312819758547,1.462873601913452
2024-10-01 21:41:59,11.0min,1658539a5ea6422f9279f88aef3eeb93,GAT,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,171681,1e-05,0.9004367439052726,1.235088622570038
2024-10-01 21:36:42,5.3min,95e32bf8582c4f8f8d014271bc7abebf,GCN,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,169681,1e-05,0.9823510080953187,1.2869032382965089
