Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,device,dropout,epochs,features,lr,nb_params,reg,loss/train,loss/val
2024-12-16 19:07:47,25.6min,46c5cf3bc61149ca878c16422ea416d3,Transformer,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,161889,1e-05,0.2416485601396703,0.26221154674011116
2024-12-16 19:29:48,2.5h,08973233244d475aaded73eeaee5ccd4,Transformer-LAPE,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,162945,1e-05,0.24226821247321456,0.2644043463994475
2024-12-16 20:03:16,25.6min,650a3789702e45ba80e2c39f6e4f3d43,Transformer,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,161889,1e-05,0.24630388150464244,0.26575713779996424
2024-12-16 19:35:47,2.6h,a475622fade74da78c5d21adb03e1e7d,Transformer-LAPE,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,162945,1e-05,0.24943009241303402,0.26938655271249656
2024-12-16 19:07:12,22.6min,ec3319631ff141eeb0d60f1ecbf7e1f4,Transformer,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,161889,1e-05,0.24747452362259822,0.269733978983234
2024-12-16 19:10:32,25.2min,b44b7868ac714d3fb9ba5d091dc74d4a,Transformer,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,161889,1e-05,0.2508836201767423,0.27015813527738347
2024-12-16 18:53:33,13.7min,df0a97d3f1744cc0820c9194948f4a02,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.2547254582394415,0.27053312738152113
2024-12-16 18:52:55,14.9min,02489516e3ba469cac683a7317590aa3,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.2547553203888793,0.2706127355203909
2024-12-16 18:53:33,13.6min,75c90d48bced4fd598c0af6a784b5ee1,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.2536571808715365,0.2714415547602317
2024-12-16 18:51:07,12.9min,56e01ac2b8da48979c8ec5e7592c91d1,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.2557469928887353,0.2727760072140133
2024-12-16 18:55:11,15.5min,2010e557859d4f5e989913cfdc40e736,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.25471405974074973,0.27400652932770114
2024-12-16 19:07:14,22.6min,d63f2eeb81934a39add4e005cc314456,Transformer,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,161889,1e-05,0.25630857028178317,0.274786559974446
2024-12-16 18:55:16,15.4min,7df7244933184b4cb5ac0b44622f4dab,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.25962233810282465,0.27615127142737894
2024-12-16 18:55:04,15.5min,09c4f0385b0a4a80bf3e587d2d629617,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.25942915566821595,0.2781173867337844
2024-12-16 19:10:39,25.5min,88f29bbf5b1b4ba7ac02c621de5b1a11,Transformer,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,161889,1e-05,0.2581289813144883,0.2793026106322513
2024-12-16 19:48:38,14.6min,f7dbcd09e29940138fdd5b39b3113872,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.26933877170085907,0.2840287799344343
2024-12-16 18:55:42,15.8min,797c21ab4b6e4b548c3e95e4b8da8d3b,GAT,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,169921,1e-05,0.27890542238505917,0.2953619860550937
2024-12-16 18:41:43,9.4min,2606f10fc6cb466faed43dd2b848038e,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.3583108106655861,0.38885053291040306
2024-12-16 18:41:44,11.8min,1dd253aba069424ba1c68734a3d37d68,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.35959612744957653,0.39071504158132214
2024-12-16 18:41:43,13.5min,2d494b389b004d1face9c9ff7acee8d3,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.35999669379262783,0.39144155470763936
2024-12-16 18:41:44,14.0min,b19fcb81d63b4e398f8d320409bfedd0,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.3675890422579068,0.40043340272763195
2024-12-16 19:38:16,10.4min,43c47dda51b64ef096f72cc2da7f6ea9,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.3682960965740147,0.40121817150536704
2024-12-16 18:41:43,13.5min,a23c8402760c4935b1a0681c718ed6d6,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.3681649756965353,0.4013303641010733
2024-12-16 18:41:43,11.2min,533d3be537ee494f813b635faf097305,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.3797231547868074,0.4145577795365277
2024-12-16 18:41:49,11.7min,a816edd81b00493ca513b4a626ae55be,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.37995038993323027,0.4167793033754124
2024-12-16 18:41:47,13.3min,9733f91e529f4663a83f7bf9c124a4e4,GCN,LOCAL,pcqm4mv2-pe/train.py,jlagesse,FINISHED,300,cuda,0,250,65,0.0002,167921,1e-05,0.3837819997944049,0.42064952937995687
2024-12-16 19:04:04,,573e9fab702a49c593547145b3dfd512,Transformer,LOCAL,pcqm4mv2-pe/train.py,jlagesse,RUNNING,300,cuda,0,250,65,0.0002,161889,1e-05,0.47232092716800633,0.46893084224532633
