Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,device,dropout,epochs,features,lr,nb_params,reg,loss/train,loss/val
2024-12-16 16:54:58,9.9min,ecb20f54757e45c1af720c49e034c451,GAT,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,171681,1e-05,0.9239290492444099,1.2496568202972411
2024-12-16 21:01:18,43.0min,552a33f74d4c490db51cef4114fbe567,Transformer-GAPE-AQSOL,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,164705,1e-05,0.5879816990109938,1.2499785900115967
2024-12-16 14:25:13,10.0min,37f9f959263d450188fc4e18db113213,GAT,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,171681,1e-05,0.9047677237776262,1.2500756621360778
2024-12-16 17:07:36,42.2min,f01a49162ff24545a08664b74f1d7a8f,Transformer-GAPE-PCQM4Mv2,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,164705,1e-05,0.6419796638096436,1.2500810146331787
2024-12-16 17:50:59,38.0min,d202402561664df88c26f3a7e429718f,Transformer-GAPE-OGBN-Arxiv,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,164705,1e-05,0.7485870515243916,1.2509790658950806
2024-12-16 17:13:01,38.0min,78c2c9bc079e4514a6ef3f44537ac4aa,Transformer-GAPE-PCQM4Mv2,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,164705,1e-05,0.7156034330778485,1.2592515230178833
2024-12-16 19:18:17,11.2min,2b7af8d299cc4f9a9dcedba879026b98,GAT,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,171681,1e-05,0.9295912520794929,1.2605603814125061
2024-12-16 14:25:14,10.0min,4ae99817f28441e19bc643a7cef5f804,GAT,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,171681,1e-05,0.9214552158041845,1.2615832805633544
2024-12-16 13:55:41,5.3min,b3b1372b96a64a049b8ef6c5a49a1774,GCN,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,169681,1e-05,0.9713916408864758,1.262934184074402
2024-12-16 23:10:53,42.9min,10973a45c8b64dbd9d7ac602ca247fb4,Transformer-GAPE-OGBN-Arxiv,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,164705,1e-05,0.779068968718565,1.264635479450226
2024-12-16 14:01:01,11.0min,e4e77d9fa6ec4e55b9c43606d0b53cc2,GAT,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,171681,1e-05,0.9245945411392406,1.2656039118766784
2024-12-16 17:47:06,1.1h,92969b264e8d4c1a85d28e0db9d1c08a,Transformer-LAPE,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,164705,1e-05,0.530704341734512,1.2658725738525392
2024-12-16 19:12:56,5.3min,b26c6c03bdad4df1a81f418c05b9041b,GCN,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,169681,1e-05,0.9770929820929901,1.2673296928405762
2024-12-16 14:20:22,4.8min,9d796ad4b1df408f8d1a10105c9e5229,GCN,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,169681,1e-05,0.9835056466392323,1.271434247493744
2024-12-16 22:28:06,42.8min,6f1cde46b88a42ae91c94beb3f304cb0,Transformer-GAPE-PCQM4Mv2,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,164705,1e-05,0.7282193431371375,1.2748517036437987
2024-12-16 14:20:23,4.8min,7ab7277b01b9433ea106bd8fada386fd,GCN,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,169681,1e-05,0.9761614558062975,1.2802950501441956
2024-12-16 17:07:11,5.4min,3cdcfdc53f6548ea8f2c183466d73bdc,GCN,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,169681,1e-05,0.9832008797911149,1.281446373462677
2024-12-16 14:20:23,4.8min,1cdb32b6849845518b1b3e42e7614bdf,GCN,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,169681,1e-05,0.973903040342693,1.2816959381103517
2024-12-16 18:01:07,1.1h,391c2c7882334e8ea6f8c2212b22d78b,Transformer-LAPE,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,164705,1e-05,0.5813140540937834,1.2840546488761901
2024-12-16 14:20:22,4.9min,6f739cc18a04497a87a75b61ce8d6469,GCN,LOCAL,aqsol-pe/train.py,jlagesse,FINISHED,100,cuda,0,250,65,0.0002,169681,1e-05,0.9822837174693241,1.285398006439209
